抓取日期,分類,排名,商品編號,廠牌,型號,商品名稱,折扣,售價,原價,商品詳細,連結
2026-09-19,氣炸鍋,11,262226,伊萊克斯,E5AF1-610P,伊萊克斯 5公升健康氣炸鍋,86折,$3690,"$4,290",內建加熱和保溫功能 ｜ 透過選擇預設程序精準烹飪 ｜ 自動斷電安全系統 ｜ 5大預設食譜 ｜ 隨機附隔熱墊 ｜ 可拆部件可機洗(氣炸籃) ｜ 5公升大容量,https://www.tk3c.com/product/262226?kw=氣炸鍋&source=5&ec=Search_hotPC1
2026-09-19,氣炸鍋,12,243615,SONGEN,SG-421GAF,SONGEN松井 5.5L晶鑽玻璃氣炸鍋,,$2480,"$3,480",預設七種美食烹飪菜單、容易操作 ｜ LED觸控面板、清晰液晶顯示 ｜ 全景可視玻璃炸籃，一目瞭然 ｜ 獨特雙鍋把設計，端捧更安全 ｜ 可調節式溫度控制、輕鬆烹調 ｜ 取鍋自動斷電、烹調安全放心,https://www.tk3c.com/product/243615?p=1&kw=氣炸鍋&ec=Search_goodsPC1
2026-09-19,氣炸鍋,13,239551,PRINCESS,181026,PRINCESS荷蘭公主4.5L不鏽鋼健康氣炸鍋,,$2490,"$2,490",AeroFlow氣旋技術 ｜ 不鏽鋼外觀設計 ｜ 4.5L大容量不沾內鍋 ｜ 23公分超大直徑瀝油盤 ｜ 80~200度多段控溫 ｜ 5~30分鐘定時裝置 ｜ 拉開即斷電安全裝置,https://www.tk3c.com/product/239551?p=1&kw=氣炸鍋&ec=Search_goodsPC1
2026-09-19,氣炸鍋,14,211630,SONGEN,SG-200AF(G),SONGEN松井2L輕食煮義減脂美食氣炸鍋/烤箱,,$1280,"$1,880",圓潤外型設計、金屬高貴質感飾條 ｜ 雙旋鈕溫度時間控制、簡易使用 ｜ 高速熱旋循環、免油照樣香酥脆 ｜ 可調節式溫度控制、輕鬆烹調 ｜ 食品級不沾鍋塗層、清洗方便 ｜ 取鍋自動斷電、烹調安全放心,https://www.tk3c.com/product/211630?p=1&kw=氣炸鍋&ec=Search_goodsPC1
2026-09-19,氣炸鍋,15,253230,聲寶,KZ-WA06K,聲寶 6L美型透視氣炸鍋,,$1850,"$2,690",小體積大容量，炸鍋容量6公升 ｜ 金屬機身，安全升級 ｜ 使用液脹式溫控器，爐腔溫度準確度再提升 ｜ 爐內照明燈，搭配雙層透視窗 ｜ 80~200℃溫度調節 ｜ 60分鐘時間設定 ｜ 炸鍋底部注水區，烘烤食材不乾柴 ｜ 配置不沾黏塗層烤架與炸鍋,https://www.tk3c.com/product/253230?p=1&kw=氣炸鍋&ec=Search_goodsPC1
2026-09-19,氣炸鍋,16,260365,Tefal,EY8228H0,Tefal 法國特福6L紅外線卡滋氣炸鍋,,$6990,"$9,990",遠紅外線加熱技術，食材受熱均勻 ｜ 卡茲酥脆功能達到外酥內嫩口感 ｜ 超大視窗享受烹飪過程 ｜ 全新3D氣旋底盤設計 ｜ 6種預設行程,https://www.tk3c.com/product/260365?p=2&kw=氣炸鍋&ec=Search_goodsPC2
2026-09-19,氣炸鍋,17,264242,義大利Giaretti,GT-A4G,義大利Giaretti 4.5L玻璃氣炸鍋,,$2688,"$4,990",可視高硼硅玻璃碗 ｜ 加厚耐高溫玻璃 ｜ 方形4.5L玻璃內膽，空間大 ｜ 碳素加熱器，加熱效率快 ｜ 微電腦觸碰面板，多種內建模式 ｜ 304不鏽鋼烤架，無塗層玻璃內膽,https://www.tk3c.com/product/264242?p=2&kw=氣炸鍋&ec=Search_goodsPC2
2026-09-19,氣炸鍋,18,223591,SONGEN,SG-1430AF,SONGEN松井 14L可旋轉氣炸烤箱,,$4280,"$5,980",附贈旗艦級豪華配件10件組 ｜ 14L超大容量，全雞也放得下 ｜ 鋼製珍珠白金屬外殼、防火耐熱 ｜ 附旋轉籠烘烤食物、受熱均勻 ｜ 12種烹飪選單、液晶觸控操作 ｜ 可視防燙玻璃門、清楚烹調狀況,https://www.tk3c.com/product/223591?p=2&kw=氣炸鍋&ec=Search_goodsPC2
2026-09-19,氣炸鍋,19,254113,聲寶SAMPO,KZ-KA22B,聲寶 SAMPO 22L不鏽鋼碳素雙發熱氣炸電烤箱,,$3818,"$5,190",不鏽鋼管、碳素管混搭烘烤 ｜ 6根加熱管，料理應用受熱更均勻 ｜ 使用感溫探針NTC溫控器 ｜ LED全觸控面板，智能操作好方便 ｜ 12種自動菜單，快速選擇烹調料理 ｜ 7段吐司烤色行程，滿足挑嘴的口感 ｜ 50~230℃溫度調節 ｜ 配件：搪瓷烤盤、烤網、不鏽鋼炸籃與取盤夾,https://www.tk3c.com/product/254113?p=2&kw=氣炸鍋&ec=Search_goodsPC2
2026-09-19,氣炸鍋,20,221003,,AF-023T,[福利品]aiwa 23L 氣炸烤箱,,$6990,"$6,990",23公升超大容量、烤全雞好簡單 ｜ 3D立體循環加熱、烘烤均勻上色 ｜ 10種快速烘烤選擇 ｜ 230度高溫氣炸、40 度低溫烘烤 ｜ LED螢幕顯示 ｜ 取代氣炸鍋、烤麵包機、果乾機、發酵箱,https://www.tk3c.com/product/221003?p=2&kw=氣炸鍋&ec=Search_goodsPC2
