抓取日期,分類,排名,商品編號,廠牌,型號,商品名稱,折扣,售價,原價,商品詳細,連結
2026-09-19,電視,11,270152,只殺今天國際牌Panasonic,TN-43W83CGT,只殺今天國際牌 Panasonic 43型4K QLED六原色智慧顯示器,95折,$20900,"$21,900",4K QLED 超明亮面板Ultra HD (3840 x 2160) ｜ 4K Studio AI色彩處理器 ｜ 真.自然６原色獨家顯色技術 ｜ Google TV智慧系統 ｜ MEMC智慧動態 ｜ HDR支援:Dolby vision、HDR10+、HDR10、HLG ｜ Surround Sound環繞音效 支援Dolby Atmos ｜ 聲控遙控器，語音搜尋,https://www.tk3c.com/product/270152?kw=電視&source=5&ec=Search_hotPC1
2026-09-19,電視,12,198090,Amachine,PB-D44P,Amachine 32-55吋 電視專用壁架,,$549,$780,符合最大VESA規格40㎝×40㎝ ｜ 承載重量50.0㎏ ｜ 電視離牆距離3.2公分 ｜ 合金鋼材質 ｜ 適用32-55吋電視,https://www.tk3c.com/product/198090?p=1&kw=電視&ec=Search_goodsPC1
2026-09-19,電視,13,198091,Amachine,PB-D64P,Amachine 37-65吋 電視專用壁架,,$699,$980,符合最大VESA規格60㎝×40㎝ ｜ 承載重量50.0㎏ ｜ 電視離牆距離3.2公分 ｜ 合金鋼材質 ｜ 適用37-65吋電視,https://www.tk3c.com/product/198091?p=1&kw=電視&ec=Search_goodsPC1
2026-09-19,電視,14,201459,索尼SONY,KD-77A9G,索尼 SONY 77型 4K OLED 智慧連網電視,,$299900,"$299,900","4K 3,840 x 2,160 ｜ 4K HDR超極真影像處理器 X1 旗艦版 ｜ 動態影像技術 Motionflow XR ｜ Acoustic Surface 平面聲場技術 ｜ Triluminos Display 原色顯示技術 ｜ 內建Android智慧電視平台 ｜ HDMI 4組,USB3組 ｜ 1721x1001x302 mm 含底座",https://www.tk3c.com/product/201459?p=1&kw=電視&ec=Search_goodsPC1
2026-09-19,電視,15,209697,索尼SONY,KD-85Z8H,索尼 SONY 85型8K智慧連網電視,,$449900,"$449,900","8K HDR / Android TV / Airplay2 ｜ 超極真影像處理器 X1旗艦版 ｜ LED背光，搭載進階版高光感精準背光技術 ｜ 多音域環繞聲場技術 ｜ 極瞬明銳影像技術/超廣角技術 ｜ Android T/Netflix推薦電視 ｜ HDMI 4組,USB3組 ｜ 1920 x 1117 x 428 mm含底座",https://www.tk3c.com/product/209697?p=1&kw=電視&ec=Search_goodsPC1
2026-09-19,電視,16,232504,JVC,43M,JVC 43型 FHD 安卓語音聯網顯示器,,$8999,"$10,999",USB多媒體撥放 ｜ WiFi無線連網 ｜ Chromecast 無線影音傳輸 ｜ 1080P Full HD ｜ 動態雜訊抑制 ｜ 數位杜比音效,https://www.tk3c.com/product/232504?p=2&kw=電視&ec=Search_goodsPC2
2026-09-19,電視,17,253091,奇美CHIMEI,TL-43A900(視253127),奇美 CHIMEI 43型FHD低藍光顯示器,,$9900,"$11,900",43型LED 液晶顯示器  FULL HD 1920 X 1080 ｜ 獨家奇美光學板材 ｜ 無段式低藍光調節/直下式面板背光 ｜ 奇美獨家Dramatic Surround 環繞音場效果 ｜ AV*1/HDMI*3/U-Link*2,https://www.tk3c.com/product/253091?p=2&kw=電視&ec=Search_goodsPC2
2026-09-19,電視,18,257197,奇美CHIMEI,TL-24A600(視257061),奇美 CHIMEI 24型HD低藍光顯示器,,$4990,"$5,990",24型WXGA LED液晶顯示器 ｜ 獨家奇美光學板材技術 ｜ 直下式面板背光 ｜ 寬55.0  x 高36.6x 深15.6cm (含腳座) ｜ 奇美獨家Dramatic Surround 環繞音場效果 ｜ AV*1(與色差共用*1)/HDMI*3/U-Link*2 ｜ 壁掛架孔距  75 mm x 75 mm ｜ 全機保固3年/消耗功率? 38W,https://www.tk3c.com/product/257197?p=2&kw=電視&ec=Search_goodsPC2
2026-09-19,電視,19,260733,國際牌Panasonic,TN-55W80BGT,國際牌 Panasonic 55型 4K六原色智慧聯網顯示器,,$17900,"$21,900",4K LED 超明亮面板Ultra HD (3840 x 2160) ｜ 真·自然６原色，３Ｄ色彩管理系統 ｜ Google TV智慧系統 ｜ HDMI：4K 60p HDCP2.3 對應 ｜ HDR對應:Dolby vision、HDR10+、HDR10、HLG ｜ 聲控遙控器，語音搜尋、機上盒整合 ｜ 光纖/網路線*1組、HDMI*3組、USB*2組 ｜ 長27.9x寬122.6x高77.7cm(可調整腳架),https://www.tk3c.com/product/260733?p=2&kw=電視&ec=Search_goodsPC2
2026-09-19,電視,20,261885,國際牌Panasonic,TV-55W90BGT,國際牌 Panasonic 55型 4K 144Hz六原色聯網顯示器,,$25900,"$28,900",4K 144hz超明亮面板pro (3840 x 2160) ｜ HCX pro AI MK II處理器 ｜ 真·自然６原色，３Ｄ色彩管理系統 ｜ Fire TV智慧系統 Airplay ｜ HDR對應:Dolby vision、HDR10+、HDR10、HLG ｜ 防傾倒底座 ｜ 光纖/網路線*1組、HDMI*4組、USB*2組 ｜ 長30.3x寬123.4x高77cm(含腳座),https://www.tk3c.com/product/261885?p=2&kw=電視&ec=Search_goodsPC2
